article_id,title,link,paragraph
982,"Zambian general election, 2006","https://en.wikipedia.org/wiki/Zambian_general_election,_2006","General elections were held in Zambia on 28 September 2006 to elect a President, members of the National Assembly and local government councillors. Th"
983,Lake Mweru Wantipa,https://en.wikipedia.org/wiki/Lake_Mweru_Wantipa,"While rainfall is the main factor, this may not be the complete story. Blockage of the Mofwe and of the rivers draining into Mweru Wantipa by papyrus "
984,Water supply and sanitation in Zambia,https://en.wikipedia.org/wiki/Water_supply_and_sanitation_in_Zambia,"Drinking water quality. According to the regulatory agency, 94% of water samples collected in urban areas were in compliance with drinking water stand"
985,Lake Kariba,https://en.wikipedia.org/wiki/Lake_Kariba,"Fish eagles, cormorants and other water birds patrol the shorelines, as do large numbers of elephants and other big game species including lion, cheet"
986,"Federation of Rhodesia and Nyasaland election, 1953","https://en.wikipedia.org/wiki/Federation_of_Rhodesia_and_Nyasaland_election,_1953",The Federation of Rhodesia and Nyasaland general election of 15 December 1953 was the first election to the legislative assembly of the Federation of 
987,Kariba Dam,https://en.wikipedia.org/wiki/Kariba_Dam,"In an effort to regain control of their lives, the local people who were displaced by the Kariba dam's reservoir formed the Basilwizi Trust in 2002. T"
988,Katima Mulilo Bridge,https://en.wikipedia.org/wiki/Katima_Mulilo_Bridge,"In 2002 the contract for construction was awarded to Concor of South Africa and Hochtief of Germany, with the bridge completed on schedule in 2004. Th"
989,Lake Mweru,https://en.wikipedia.org/wiki/Lake_Mweru,"The move of the boma from Chiengi to Kalungwishi had the effect of leaving the Belgian boma at Pweto a free rein at the northern end of the lake, lead"
990,History of Africa,https://en.wikipedia.org/wiki/History_of_Africa,"Following the desertification of the Sahara, North African history became entwined with the Middle East and Southern Europe while the Bantu expansion "
991,"Federation of Rhodesia and Nyasaland election, 1953","https://en.wikipedia.org/wiki/Federation_of_Rhodesia_and_Nyasaland_election,_1953","When the Federal constitution was agreed at the London conference of 1953, the qualification for electors in Northern and Southern Rhodesia was taken "
992,Ministry of Energy (Zambia),https://en.wikipedia.org/wiki/Ministry_of_Energy_(Zambia),In 2012 the Ministry of Water and Energy was merged with the Ministry of Mines to form the Ministry of Mines Energy and Water Development. The merger 
993,Zambezi,https://en.wikipedia.org/wiki/Zambezi,The river rises in a black marshy dambo in dense undulating miombo woodland 50 kilometres (31 mi) north of Mwinilunga and 20 kilometres (12 mi) south 
994,Kazembe,https://en.wikipedia.org/wiki/Kazembe,"As trade missions, though, they were all failures. Mwata Kazembe III Lukwesa Ilunga and IV Kanyembo Keleka Mayi rebuffed Portuguese attempts to set up"
995,Kariba Dam,https://en.wikipedia.org/wiki/Kariba_Dam,"The north station belonging to Zambia has been in operation since 1976, and has four generators of 150 megawatts (200,000 hp) each for a total of 600 "
996,Zambia Railways,https://en.wikipedia.org/wiki/Zambia_Railways,The Copperbelt reaches into the Katanga province of the Democratic Republic of the Congo with mines at Lubumbashi and further north-west. The ZR netwo
997,South Luangwa National Park,https://en.wikipedia.org/wiki/South_Luangwa_National_Park,"The Muchinga Escarpment in Northern and Central Provinces forms the park's western or north-western boundary, it slopes down from there to the river, "
998,Eastern Lunda,https://en.wikipedia.org/wiki/Eastern_Lunda,The Lunda people of the Luapula River valley in Zambia and DR Congo are called by others the Eastern Lunda to distinguish them from the 'western' Lund
999,Zambian Premier League,https://en.wikipedia.org/wiki/Zambian_Premier_League,"The Zambia Super League is sponsored by MTN with broadcasting rights belonging to supersport with each team receiving K300,000 each from Supersport. M"
1000,Zambian kwacha,https://en.wikipedia.org/wiki/Zambian_kwacha,"In 1982, copper-clad-steel replaced bronze in the 1 and 2 ngwee. These two were struck until 1983, with production of the 5 and 10 ngwee ceasing in 19"
1001,LGBT rights in Zambia,https://en.wikipedia.org/wiki/LGBT_rights_in_Zambia,"Legal action regarding same-sex sexual activity is abundant. Although Zambia has maintained a strict stance against any form of LGBT activity, there h"
1002,"Zambian presidential election, 1991","https://en.wikipedia.org/wiki/Zambian_presidential_election,_1991","In 1973, Kaunda had declared UNIP the only legally permitted party in Zambia. From then until 1990, the government and UNIP were effectively one. Ever"
1003,Elections in Zambia,https://en.wikipedia.org/wiki/Elections_in_Zambia,"The next elections in 1964 were held under another new system, with 65 seats elected by an African ""main roll"" and ten seats by a ""reserved roll"" prim"
1004,Chitimukulu,https://en.wikipedia.org/wiki/Chitimukulu,"The Chitimukulu is the King of the Bemba, the largest ethnic group in Zambia.[1] The King is named after Chiti Muluba, who changed his name to Chiti M"
1005,Chimfunshi Wildlife Orphanage,https://en.wikipedia.org/wiki/Chimfunshi_Wildlife_Orphanage,"Located 65 km west of Chingola on the banks of the Kafue River, the orphanage is a tourist attraction for those living in the Copperbelt towns and for"
1006,Chimfunshi Wildlife Orphanage,https://en.wikipedia.org/wiki/Chimfunshi_Wildlife_Orphanage,Chimfunshi has evolved into a major centre for education and research. The sanctuary offers the unique opportunity to observe the complex social behav
1007,United National Independence Party,https://en.wikipedia.org/wiki/United_National_Independence_Party,"Prior to the 2006 elections, the party joined the United Democratic Alliance alongside the other two largest opposition parties. United Party for Nati"
1008,Congo Pedicle road,https://en.wikipedia.org/wiki/Congo_Pedicle_road,The Congo Pedicle road (at one time referred to as the 'Zaire Pedicle road') crosses the Congolese territory of the Congo Pedicle and was constructed 
1009,Luambe National Park,https://en.wikipedia.org/wiki/Luambe_National_Park,"Lessons learnt from the neighbouring North Luangwa National Park, through work undertaken by the Frankfurt Zoological Society, illustrated how animal "
1010,Victoria Falls,https://en.wikipedia.org/wiki/Victoria_Falls,"The sedimentary sequence overlying the basalt at the Zambezi River margins is called the Victoria Falls Formation, which consists of gravel, the Pipe "
1011,Cape to Cairo Road,https://en.wikipedia.org/wiki/Cape_to_Cairo_Road,"The most difficult section in the whole Cape to Cairo journey was across the Nubian Desert in northern Sudan between Atbara and Wadi Halfa, but this h"
1012,United National Independence Party,https://en.wikipedia.org/wiki/United_National_Independence_Party,"At the end of 1990, multi-party democracy was reintroduced, and UNIP was roundly defeated in the 1991 general elections by the Movement for Multi-Part"
1013,Forest Rangers Football Club,https://en.wikipedia.org/wiki/Forest_Rangers_Football_Club,"In 1975, Forest Rangers Football Club started as Community Football Team at Dola Hill Forest Station in Ndola[1] and joined the Ndola District Amateur"
1014,Mulobezi Railway,https://en.wikipedia.org/wiki/Mulobezi_Railway,"Currently, one mixed train (carriages and wagons) runs per week.[5] The railway is listed on the RailTracker website as operational between Livingston"
1015,Bemba language,https://en.wikipedia.org/wiki/Bemba_language,"A form known as Town Bemba, with slightly altered grammar and incorporating many English and Swahili loanwords, is used in the major cities of the Cop"
1016,Katima Mulilo Bridge,https://en.wikipedia.org/wiki/Katima_Mulilo_Bridge,Only after Namibian independence was planning resumed in 1990. The bridge was built entirely on Zambian soil because Zambia was a least developed coun
1017,Lake Bangweulu,https://en.wikipedia.org/wiki/Lake_Bangweulu,"With a long axis of 75 km and a width of up to 40 km, Lake Bangweulu's permanent open water surface is about 3,000 km², which expands when its swamps "
1018,British diaspora in Africa,https://en.wikipedia.org/wiki/British_diaspora_in_Africa,"In 1994 South Africa held its first universal democratic general election, marking the end of apartheid and white minority rule, and rejoined the Comm"
1019,Komboni,https://en.wikipedia.org/wiki/Komboni,"Moving from the kombonis to the nicer areas of the towns (known as kumayadi) often entailed a change of lifestyle, such as avoiding cooking fish in th"
1020,Commonwealth XI cricket team in Rhodesia in 1962-63,https://en.wikipedia.org/wiki/Commonwealth_XI_cricket_team_in_Rhodesia_in_1962-63,"Zimbabwe was elected to full membership of the ICC in 1992, and played its inaugural Test match versus India at the Harare Sports Club on 18–22 Octobe"
1021,British South Africa Police,https://en.wikipedia.org/wiki/British_South_Africa_Police,"While it was in the main a law enforcement organisation, the line between police and military was significantly blurred. BSAP officers trained both as"
1022,Ba Yombe,https://en.wikipedia.org/wiki/Ba_Yombe,"At least two groups of people in Africa are described as the Yombe people. They reside primarily in Zambia, Republic of the Congo, the Democratic Repu"
1023,Old Drift cemetery,https://en.wikipedia.org/wiki/Old_Drift_cemetery,The Old Drift Cemetery is a small burial site near the Zambezi river in modern-day Zambia. It includes the graves of early European settlers and visit
1024,Monuments and Historic Sites of Zambia,https://en.wikipedia.org/wiki/Monuments_and_Historic_Sites_of_Zambia,The Institution mandated by Cap 173 of the Laws of Zambia to manage and Conserve Zambia's outstanding Cultural and Natural Heritage resources is the N
1025,Water Transport in Zambia,https://en.wikipedia.org/wiki/Water_Transport_in_Zambia,There is an account of the Shila people in the Luapula swamps in the 19th Century hunting hippos with great skill by throwing harpoons at them from du
1026,Mwanga (ethnic group),https://en.wikipedia.org/wiki/Mwanga_(ethnic_group),"Winamwanga (also known as Namwanga or Nyamwanga) are found in north eastern Zambia, southwestern Tanzania and Northern Malawi. They speak Nyamwanga or"
1027,Mufulira Wanderers,https://en.wikipedia.org/wiki/Mufulira_Wanderers,"The British influence was unmistakable in the names Blackpool and later Wanderers, as well as the striped shirts that both teams wore. Some of the fir"
1028,Politics of Zambia,https://en.wikipedia.org/wiki/Politics_of_Zambia,"Early in 2001, supporters of President Chiluba mounted a campaign to amend the constitution to enable Chiluba to seek a third term of office. Civil so"
1029,Nkana Red Devils,https://en.wikipedia.org/wiki/Nkana_Red_Devils,Apparently every team that plays in Zambia's top flight is a rival to Nkana FC but their Archrivals are Power Dynamos F.C. with whom they share the Ci
